gasto_id,fecha_id,sucursal_id,tipo_gasto,monto,descripcion
3889,691,5,Personal,1684.11,Personal - Sucursal 5
3890,766,1,Marketing,1458.81,Marketing - Sucursal 2
3891,765,8,Alquiler Local,925.58,Alquiler Local - Sucursal 4
3892,680,8,Combustible,655.06,Combustible - Sucursal 2
3893,447,8,Seguros,446.87,Seguros - Sucursal 7
3894,70,4,Personal,2103.18,Personal - Sucursal 8
3895,426,5,Combustible,705.13,Combustible - Sucursal 8
3896,960,5,Personal,2228.27,Personal - Sucursal 3
3897,845,7,Combustible,347.68,Combustible - Sucursal 1
3898,772,2,Alquiler Local,2417.34,Alquiler Local - Sucursal 1
3899,661,2,Combustible,480.61,Combustible - Sucursal 6
3900,545,1,Marketing,586.45,Marketing - Sucursal 1
3901,739,4,Seguros,701.17,Seguros - Sucursal 5
3902,839,4,Mantenimiento,141.64,Mantenimiento - Sucursal 5
3903,237,3,Seguros,902.17,Seguros - Sucursal 1
3904,968,7,Combustible,489.11,Combustible - Sucursal 5
3905,361,6,Mantenimiento,283.99,Mantenimiento - Sucursal 5
3906,720,7,Mantenimiento,206.08,Mantenimiento - Sucursal 2
3907,590,3,Combustible,596.39,Combustible - Sucursal 5
3908,592,5,Personal,2903.22,Personal - Sucursal 6
3909,1082,7,Combustible,629.1,Combustible - Sucursal 7
3910,464,8,Personal,1825.17,Personal - Sucursal 3
3911,257,1,Personal,1611.31,Personal - Sucursal 4
3912,409,8,Personal,1769.52,Personal - Sucursal 2
3913,904,8,Marketing,464.9,Marketing - Sucursal 5
3914,143,7,Combustible,684.89,Combustible - Sucursal 4
3915,299,8,Mantenimiento,313.08,Mantenimiento - Sucursal 4
3916,685,6,Combustible,503.69,Combustible - Sucursal 6
3917,273,2,Marketing,1862.06,Marketing - Sucursal 1
3918,216,7,Mantenimiento,244.0,Mantenimiento - Sucursal 8
3919,523,4,Seguros,650.23,Seguros - Sucursal 8
3920,1051,5,Personal,2346.56,Personal - Sucursal 5
3921,1081,5,Marketing,983.68,Marketing - Sucursal 8
3922,683,5,Seguros,854.3,Seguros - Sucursal 4
3923,1032,7,Combustible,207.43,Combustible - Sucursal 1
3924,397,3,Marketing,1778.01,Marketing - Sucursal 5
3925,1093,3,Seguros,597.81,Seguros - Sucursal 7
3926,1088,1,Combustible,279.94,Combustible - Sucursal 6
3927,728,2,Marketing,1391.0,Marketing - Sucursal 6
3928,233,4,Mantenimiento,474.73,Mantenimiento - Sucursal 3
3929,304,3,Alquiler Local,1874.69,Alquiler Local - Sucursal 6
3930,177,8,Mantenimiento,129.6,Mantenimiento - Sucursal 3
3931,491,6,Combustible,239.99,Combustible - Sucursal 8
3932,549,3,Combustible,665.87,Combustible - Sucursal 5
3933,210,6,Combustible,426.55,Combustible - Sucursal 2
3934,244,8,Alquiler Local,2029.69,Alquiler Local - Sucursal 2
3935,451,8,Marketing,1624.7,Marketing - Sucursal 1
3936,25,6,Marketing,518.29,Marketing - Sucursal 7
3937,314,7,Personal,2814.3,Personal - Sucursal 6
3938,258,4,Marketing,1692.05,Marketing - Sucursal 2
3939,97,5,Personal,2154.99,Personal - Sucursal 5
3940,981,6,Marketing,1776.86,Marketing - Sucursal 6
3941,717,7,Personal,2838.58,Personal - Sucursal 2
3942,970,8,Combustible,129.08,Combustible - Sucursal 3
3943,1044,5,Marketing,983.81,Marketing - Sucursal 2
3944,589,8,Marketing,1652.18,Marketing - Sucursal 3
3945,1093,3,Alquiler Local,1788.65,Alquiler Local - Sucursal 3
3946,905,1,Mantenimiento,97.54,Mantenimiento - Sucursal 3
3947,981,8,Seguros,1173.06,Seguros - Sucursal 6
3948,357,7,Alquiler Local,994.08,Alquiler Local - Sucursal 6
3949,586,3,Alquiler Local,1056.37,Alquiler Local - Sucursal 3
3950,1022,1,Combustible,544.32,Combustible - Sucursal 4
3951,985,8,Seguros,402.72,Seguros - Sucursal 2
3952,598,2,Combustible,716.25,Combustible - Sucursal 4
3953,122,7,Combustible,339.78,Combustible - Sucursal 8
3954,377,2,Marketing,568.3,Marketing - Sucursal 1
3955,946,1,Combustible,601.59,Combustible - Sucursal 6
3956,99,8,Alquiler Local,956.07,Alquiler Local - Sucursal 2
3957,631,8,Alquiler Local,1120.56,Alquiler Local - Sucursal 7
3958,646,5,Personal,1870.8,Personal - Sucursal 4
3959,563,1,Seguros,952.89,Seguros - Sucursal 6
3960,785,5,Mantenimiento,340.01,Mantenimiento - Sucursal 4
3961,1018,7,Marketing,1418.91,Marketing - Sucursal 7
3962,962,2,Personal,2307.15,Personal - Sucursal 5
3963,809,3,Mantenimiento,301.32,Mantenimiento - Sucursal 7
3964,179,7,Seguros,1117.22,Seguros - Sucursal 7
3965,407,1,Marketing,1742.85,Marketing - Sucursal 1
3966,275,4,Marketing,675.03,Marketing - Sucursal 4
3967,902,6,Personal,2064.69,Personal - Sucursal 4
3968,224,6,Alquiler Local,1815.11,Alquiler Local - Sucursal 4
3969,356,1,Alquiler Local,2046.93,Alquiler Local - Sucursal 8
3970,720,3,Alquiler Local,1144.37,Alquiler Local - Sucursal 3
3971,516,3,Mantenimiento,243.04,Mantenimiento - Sucursal 8
3972,694,7,Alquiler Local,1764.23,Alquiler Local - Sucursal 4
3973,863,7,Marketing,693.51,Marketing - Sucursal 5
3974,637,4,Mantenimiento,164.64,Mantenimiento - Sucursal 3
3975,344,5,Personal,2553.11,Personal - Sucursal 6
3976,540,3,Alquiler Local,1265.25,Alquiler Local - Sucursal 1
3977,820,2,Personal,2504.61,Personal - Sucursal 5
3978,1083,2,Marketing,1419.96,Marketing - Sucursal 6
3979,76,4,Mantenimiento,365.12,Mantenimiento - Sucursal 7
3980,258,2,Seguros,618.24,Seguros - Sucursal 8
3981,66,1,Marketing,1088.66,Marketing - Sucursal 5
3982,374,5,Seguros,676.1,Seguros - Sucursal 4
3983,1014,8,Combustible,230.02,Combustible - Sucursal 8
3984,253,3,Seguros,814.26,Seguros - Sucursal 8
3985,1066,4,Personal,2483.12,Personal - Sucursal 4
3986,870,8,Alquiler Local,977.56,Alquiler Local - Sucursal 4
3987,938,8,Seguros,983.97,Seguros - Sucursal 7
3988,83,1,Mantenimiento,409.05,Mantenimiento - Sucursal 2
3989,812,2,Combustible,192.0,Combustible - Sucursal 3
3990,731,6,Combustible,188.43,Combustible - Sucursal 6
3991,813,1,Mantenimiento,118.98,Mantenimiento - Sucursal 7
3992,207,8,Alquiler Local,1209.42,Alquiler Local - Sucursal 6
3993,805,8,Marketing,869.08,Marketing - Sucursal 8
3994,493,3,Seguros,743.42,Seguros - Sucursal 1
3995,936,2,Seguros,419.09,Seguros - Sucursal 3
3996,576,6,Marketing,627.48,Marketing - Sucursal 5
3997,983,4,Seguros,736.96,Seguros - Sucursal 7
3998,701,7,Mantenimiento,279.61,Mantenimiento - Sucursal 1
3999,831,3,Mantenimiento,339.15,Mantenimiento - Sucursal 1
4000,806,7,Mantenimiento,65.13,Mantenimiento - Sucursal 4
4001,203,7,Alquiler Local,2205.66,Alquiler Local - Sucursal 6
4002,627,2,Mantenimiento,201.25,Mantenimiento - Sucursal 7
4003,1029,5,Mantenimiento,229.06,Mantenimiento - Sucursal 2
4004,976,1,Mantenimiento,148.46,Mantenimiento - Sucursal 2
4005,126,5,Marketing,309.47,Marketing - Sucursal 8
4006,548,3,Alquiler Local,1922.07,Alquiler Local - Sucursal 3
4007,697,3,Mantenimiento,122.48,Mantenimiento - Sucursal 4
4008,77,2,Alquiler Local,1639.36,Alquiler Local - Sucursal 2
4009,1027,7,Combustible,425.19,Combustible - Sucursal 6
4010,973,3,Combustible,592.46,Combustible - Sucursal 2
4011,991,4,Personal,1544.59,Personal - Sucursal 8
4012,83,1,Combustible,770.96,Combustible - Sucursal 6
4013,80,4,Combustible,394.46,Combustible - Sucursal 8
4014,864,6,Mantenimiento,366.19,Mantenimiento - Sucursal 4
4015,474,7,Combustible,424.1,Combustible - Sucursal 5
4016,162,8,Alquiler Local,1308.21,Alquiler Local - Sucursal 1
4017,666,6,Alquiler Local,1630.33,Alquiler Local - Sucursal 4
4018,621,8,Combustible,712.56,Combustible - Sucursal 4
4019,61,6,Combustible,142.78,Combustible - Sucursal 7
4020,377,8,Marketing,203.16,Marketing - Sucursal 3
4021,103,2,Alquiler Local,1573.86,Alquiler Local - Sucursal 3
4022,959,7,Combustible,734.12,Combustible - Sucursal 2
4023,618,7,Alquiler Local,2064.33,Alquiler Local - Sucursal 4
4024,415,5,Marketing,845.28,Marketing - Sucursal 3
4025,868,6,Seguros,607.43,Seguros - Sucursal 3
4026,33,8,Seguros,649.47,Seguros - Sucursal 2
4027,341,8,Personal,2985.67,Personal - Sucursal 8
4028,849,3,Seguros,629.03,Seguros - Sucursal 2
4029,889,1,Marketing,967.56,Marketing - Sucursal 5
4030,857,5,Marketing,1754.22,Marketing - Sucursal 7
4031,867,7,Alquiler Local,1164.72,Alquiler Local - Sucursal 6
4032,442,2,Mantenimiento,300.44,Mantenimiento - Sucursal 8
4033,249,4,Personal,2469.08,Personal - Sucursal 7
4034,543,5,Mantenimiento,157.07,Mantenimiento - Sucursal 4
4035,315,7,Alquiler Local,1513.76,Alquiler Local - Sucursal 7
4036,344,7,Alquiler Local,2011.51,Alquiler Local - Sucursal 6
4037,1066,6,Mantenimiento,355.79,Mantenimiento - Sucursal 7
4038,787,3,Combustible,602.21,Combustible - Sucursal 5
4039,130,4,Seguros,379.7,Seguros - Sucursal 5
4040,544,5,Mantenimiento,166.29,Mantenimiento - Sucursal 6
4041,174,5,Marketing,834.97,Marketing - Sucursal 1
4042,492,7,Combustible,766.17,Combustible - Sucursal 5
4043,922,3,Seguros,473.61,Seguros - Sucursal 3
4044,159,7,Combustible,490.77,Combustible - Sucursal 5
4045,60,3,Combustible,274.73,Combustible - Sucursal 5
4046,949,7,Mantenimiento,483.55,Mantenimiento - Sucursal 4
4047,84,3,Seguros,569.62,Seguros - Sucursal 7
4048,74,6,Seguros,776.28,Seguros - Sucursal 5
4049,14,7,Combustible,613.46,Combustible - Sucursal 3
4050,257,2,Marketing,1426.0,Marketing - Sucursal 5
4051,239,1,Combustible,705.67,Combustible - Sucursal 1
4052,440,3,Seguros,533.37,Seguros - Sucursal 8
4053,1030,7,Marketing,585.54,Marketing - Sucursal 6
4054,725,5,Alquiler Local,932.08,Alquiler Local - Sucursal 2
4055,439,6,Combustible,600.96,Combustible - Sucursal 7
4056,1050,2,Personal,2326.8,Personal - Sucursal 2
4057,681,2,Marketing,1999.86,Marketing - Sucursal 6
4058,317,5,Personal,2870.57,Personal - Sucursal 5
4059,596,8,Personal,2777.47,Personal - Sucursal 3
4060,275,7,Marketing,921.47,Marketing - Sucursal 8
4061,1061,5,Mantenimiento,90.2,Mantenimiento - Sucursal 1
4062,86,4,Marketing,1115.54,Marketing - Sucursal 1
4063,704,3,Marketing,1852.94,Marketing - Sucursal 2
4064,808,6,Personal,2041.14,Personal - Sucursal 4
4065,271,4,Alquiler Local,1591.41,Alquiler Local - Sucursal 8
4066,509,6,Combustible,738.03,Combustible - Sucursal 7
4067,578,1,Seguros,640.85,Seguros - Sucursal 2
4068,700,2,Alquiler Local,1706.5,Alquiler Local - Sucursal 3
4069,666,2,Alquiler Local,2306.39,Alquiler Local - Sucursal 4
4070,103,5,Marketing,1463.86,Marketing - Sucursal 8
4071,592,1,Seguros,1156.41,Seguros - Sucursal 4
4072,181,2,Mantenimiento,276.25,Mantenimiento - Sucursal 2
4073,589,2,Personal,2611.02,Personal - Sucursal 2
4074,552,3,Combustible,750.44,Combustible - Sucursal 2
4075,700,5,Alquiler Local,2119.27,Alquiler Local - Sucursal 3
4076,149,2,Mantenimiento,340.7,Mantenimiento - Sucursal 7
4077,838,3,Combustible,305.36,Combustible - Sucursal 1
4078,721,7,Alquiler Local,1167.88,Alquiler Local - Sucursal 2
4079,883,2,Seguros,757.61,Seguros - Sucursal 2
4080,174,8,Seguros,777.42,Seguros - Sucursal 5
4081,7,2,Personal,2702.0,Personal - Sucursal 6
4082,888,5,Seguros,976.4,Seguros - Sucursal 5
4083,372,2,Mantenimiento,396.77,Mantenimiento - Sucursal 5
4084,785,7,Alquiler Local,1618.2,Alquiler Local - Sucursal 2
4085,123,5,Mantenimiento,367.6,Mantenimiento - Sucursal 1
4086,159,4,Combustible,103.61,Combustible - Sucursal 8
4087,574,5,Marketing,1778.55,Marketing - Sucursal 3
4088,197,5,Personal,1780.14,Personal - Sucursal 4
4089,33,8,Personal,1927.19,Personal - Sucursal 4
4090,569,2,Marketing,435.94,Marketing - Sucursal 5
4091,405,1,Mantenimiento,427.83,Mantenimiento - Sucursal 8
4092,405,1,Seguros,1113.72,Seguros - Sucursal 1
4093,767,8,Personal,1651.03,Personal - Sucursal 2
4094,1061,7,Mantenimiento,409.24,Mantenimiento - Sucursal 2
4095,553,4,Seguros,804.88,Seguros - Sucursal 7
4096,617,2,Alquiler Local,1001.07,Alquiler Local - Sucursal 4
4097,711,7,Mantenimiento,468.97,Mantenimiento - Sucursal 2
4098,284,4,Mantenimiento,253.55,Mantenimiento - Sucursal 2
4099,104,2,Marketing,893.48,Marketing - Sucursal 6
4100,521,2,Seguros,747.56,Seguros - Sucursal 8
4101,187,7,Alquiler Local,1779.77,Alquiler Local - Sucursal 6
4102,903,7,Marketing,207.3,Marketing - Sucursal 2
4103,432,4,Marketing,761.93,Marketing - Sucursal 1
4104,401,3,Personal,2367.7,Personal - Sucursal 2
4105,237,8,Alquiler Local,1428.22,Alquiler Local - Sucursal 6
4106,74,8,Personal,1924.34,Personal - Sucursal 1
4107,302,8,Mantenimiento,338.07,Mantenimiento - Sucursal 7
4108,722,5,Mantenimiento,399.29,Mantenimiento - Sucursal 1
4109,927,2,Mantenimiento,241.84,Mantenimiento - Sucursal 3
4110,749,1,Seguros,435.69,Seguros - Sucursal 5
4111,48,6,Marketing,1830.03,Marketing - Sucursal 5
4112,890,3,Marketing,446.66,Marketing - Sucursal 6
4113,673,8,Combustible,142.17,Combustible - Sucursal 8
4114,1040,8,Combustible,225.38,Combustible - Sucursal 3
4115,725,1,Mantenimiento,413.37,Mantenimiento - Sucursal 3
4116,696,1,Mantenimiento,496.01,Mantenimiento - Sucursal 1
4117,923,7,Marketing,1669.23,Marketing - Sucursal 6
4118,404,5,Personal,1511.06,Personal - Sucursal 8
4119,141,8,Seguros,623.85,Seguros - Sucursal 3
4120,484,1,Personal,1563.3,Personal - Sucursal 2
4121,65,4,Seguros,783.23,Seguros - Sucursal 8
4122,1046,8,Alquiler Local,971.4,Alquiler Local - Sucursal 2
4123,595,7,Combustible,701.53,Combustible - Sucursal 7
4124,865,8,Marketing,896.34,Marketing - Sucursal 2
4125,38,2,Personal,2304.81,Personal - Sucursal 2
4126,234,5,Marketing,1976.53,Marketing - Sucursal 2
4127,25,4,Combustible,222.23,Combustible - Sucursal 8
4128,1004,6,Combustible,195.6,Combustible - Sucursal 7
4129,1031,4,Seguros,316.08,Seguros - Sucursal 2
4130,488,3,Alquiler Local,2238.29,Alquiler Local - Sucursal 8
4131,265,3,Alquiler Local,2252.74,Alquiler Local - Sucursal 6
4132,233,8,Marketing,1271.57,Marketing - Sucursal 2
4133,856,5,Seguros,943.68,Seguros - Sucursal 6
4134,395,1,Mantenimiento,375.79,Mantenimiento - Sucursal 5
4135,991,1,Alquiler Local,1921.88,Alquiler Local - Sucursal 7
4136,338,6,Alquiler Local,1509.5,Alquiler Local - Sucursal 4
4137,424,1,Personal,2489.19,Personal - Sucursal 4
4138,744,4,Alquiler Local,1976.28,Alquiler Local - Sucursal 6
4139,276,6,Marketing,1918.19,Marketing - Sucursal 6
4140,33,4,Alquiler Local,1384.63,Alquiler Local - Sucursal 7
4141,784,5,Combustible,610.25,Combustible - Sucursal 1
4142,213,3,Combustible,670.23,Combustible - Sucursal 6
4143,619,4,Seguros,1152.84,Seguros - Sucursal 4
4144,131,2,Combustible,271.56,Combustible - Sucursal 1
4145,1008,2,Combustible,182.73,Combustible - Sucursal 1
4146,71,1,Personal,2805.08,Personal - Sucursal 1
4147,983,7,Mantenimiento,277.39,Mantenimiento - Sucursal 5
4148,76,1,Seguros,427.88,Seguros - Sucursal 6
4149,205,3,Seguros,941.26,Seguros - Sucursal 1
4150,226,1,Combustible,718.89,Combustible - Sucursal 8
4151,363,6,Alquiler Local,1472.34,Alquiler Local - Sucursal 1
4152,730,1,Marketing,1836.79,Marketing - Sucursal 2
4153,793,3,Seguros,1149.24,Seguros - Sucursal 3
4154,604,7,Personal,1700.41,Personal - Sucursal 8
4155,1087,8,Alquiler Local,1488.2,Alquiler Local - Sucursal 5
4156,144,6,Combustible,375.41,Combustible - Sucursal 5
4157,723,8,Mantenimiento,398.09,Mantenimiento - Sucursal 3
4158,710,4,Personal,2215.77,Personal - Sucursal 2
4159,1056,1,Personal,1521.11,Personal - Sucursal 4
4160,469,4,Personal,1876.51,Personal - Sucursal 4
4161,385,2,Combustible,578.78,Combustible - Sucursal 8
4162,147,4,Alquiler Local,1931.81,Alquiler Local - Sucursal 8
4163,1069,2,Combustible,638.01,Combustible - Sucursal 1
4164,630,3,Seguros,660.65,Seguros - Sucursal 3
4165,1036,5,Seguros,1152.1,Seguros - Sucursal 7
4166,238,3,Mantenimiento,302.32,Mantenimiento - Sucursal 8
4167,97,1,Mantenimiento,465.01,Mantenimiento - Sucursal 4
4168,1049,8,Mantenimiento,163.04,Mantenimiento - Sucursal 5
4169,234,4,Personal,2835.27,Personal - Sucursal 8
4170,263,6,Mantenimiento,230.23,Mantenimiento - Sucursal 6
4171,166,5,Marketing,1415.72,Marketing - Sucursal 2
4172,356,2,Mantenimiento,67.65,Mantenimiento - Sucursal 6
4173,363,1,Seguros,762.8,Seguros - Sucursal 5
4174,619,6,Personal,2398.62,Personal - Sucursal 7
4175,1079,2,Personal,2560.02,Personal - Sucursal 3
4176,587,4,Alquiler Local,1461.66,Alquiler Local - Sucursal 5
4177,488,5,Mantenimiento,175.13,Mantenimiento - Sucursal 5
4178,139,3,Alquiler Local,2022.45,Alquiler Local - Sucursal 8
4179,806,8,Combustible,498.63,Combustible - Sucursal 6
4180,669,2,Personal,2326.95,Personal - Sucursal 2
4181,203,7,Personal,2275.94,Personal - Sucursal 1
4182,628,8,Mantenimiento,142.15,Mantenimiento - Sucursal 5
4183,382,1,Alquiler Local,1284.24,Alquiler Local - Sucursal 4
4184,902,4,Marketing,301.55,Marketing - Sucursal 5
4185,396,3,Combustible,602.1,Combustible - Sucursal 2
4186,748,8,Alquiler Local,1032.85,Alquiler Local - Sucursal 6
4187,411,1,Combustible,121.02,Combustible - Sucursal 3
4188,143,1,Marketing,523.47,Marketing - Sucursal 3
4189,1072,8,Alquiler Local,1264.81,Alquiler Local - Sucursal 2
4190,535,6,Mantenimiento,471.41,Mantenimiento - Sucursal 7
4191,615,7,Mantenimiento,377.11,Mantenimiento - Sucursal 7
4192,1083,2,Alquiler Local,1149.04,Alquiler Local - Sucursal 2
4193,368,3,Personal,2132.98,Personal - Sucursal 1
4194,517,6,Marketing,820.0,Marketing - Sucursal 4
4195,553,5,Personal,2829.99,Personal - Sucursal 2
4196,1033,7,Combustible,129.86,Combustible - Sucursal 6
4197,556,4,Alquiler Local,1393.56,Alquiler Local - Sucursal 4
4198,67,7,Mantenimiento,303.16,Mantenimiento - Sucursal 1
4199,619,4,Mantenimiento,226.24,Mantenimiento - Sucursal 1
4200,1056,5,Alquiler Local,961.81,Alquiler Local - Sucursal 8
4201,100,6,Mantenimiento,60.43,Mantenimiento - Sucursal 5
4202,461,1,Seguros,969.19,Seguros - Sucursal 4
4203,545,4,Seguros,1153.17,Seguros - Sucursal 3
4204,456,2,Alquiler Local,1380.41,Alquiler Local - Sucursal 8
4205,130,6,Mantenimiento,259.05,Mantenimiento - Sucursal 4
4206,1061,8,Alquiler Local,973.92,Alquiler Local - Sucursal 5
4207,776,6,Personal,2212.59,Personal - Sucursal 6
4208,808,6,Mantenimiento,381.21,Mantenimiento - Sucursal 5
4209,713,4,Alquiler Local,2072.47,Alquiler Local - Sucursal 6
4210,480,4,Personal,2118.07,Personal - Sucursal 2
4211,995,5,Alquiler Local,1451.22,Alquiler Local - Sucursal 2
4212,295,5,Marketing,1304.95,Marketing - Sucursal 7
4213,133,3,Marketing,1587.79,Marketing - Sucursal 2
4214,507,7,Personal,1814.35,Personal - Sucursal 7
4215,182,8,Personal,1555.59,Personal - Sucursal 2
4216,210,4,Combustible,134.75,Combustible - Sucursal 4
4217,808,8,Marketing,1664.32,Marketing - Sucursal 7
4218,516,3,Personal,2187.41,Personal - Sucursal 2
4219,1056,4,Combustible,659.65,Combustible - Sucursal 1
4220,247,8,Marketing,594.96,Marketing - Sucursal 7
4221,773,2,Personal,1519.5,Personal - Sucursal 3
4222,217,2,Alquiler Local,1744.64,Alquiler Local - Sucursal 4
4223,945,4,Alquiler Local,2397.41,Alquiler Local - Sucursal 2
4224,398,4,Seguros,700.69,Seguros - Sucursal 5
4225,699,1,Seguros,1003.32,Seguros - Sucursal 4
4226,518,8,Seguros,743.42,Seguros - Sucursal 7
4227,34,2,Combustible,330.31,Combustible - Sucursal 5
4228,367,2,Combustible,305.46,Combustible - Sucursal 7
4229,374,4,Alquiler Local,979.88,Alquiler Local - Sucursal 3
4230,1020,7,Alquiler Local,1715.74,Alquiler Local - Sucursal 3
4231,884,2,Personal,2971.54,Personal - Sucursal 5
4232,183,7,Mantenimiento,142.18,Mantenimiento - Sucursal 5
4233,860,2,Personal,1746.52,Personal - Sucursal 8
4234,891,4,Mantenimiento,102.22,Mantenimiento - Sucursal 1
4235,5,8,Marketing,1578.78,Marketing - Sucursal 7
4236,503,4,Personal,2264.6,Personal - Sucursal 4
4237,908,6,Personal,1942.56,Personal - Sucursal 1
4238,973,2,Marketing,586.84,Marketing - Sucursal 5
4239,479,2,Mantenimiento,103.91,Mantenimiento - Sucursal 1
4240,559,2,Alquiler Local,1162.88,Alquiler Local - Sucursal 5
4241,270,3,Alquiler Local,1827.4,Alquiler Local - Sucursal 5
4242,30,2,Marketing,1476.28,Marketing - Sucursal 7
4243,227,3,Seguros,726.42,Seguros - Sucursal 3
4244,893,5,Marketing,1819.24,Marketing - Sucursal 1
4245,533,3,Combustible,272.58,Combustible - Sucursal 6
4246,454,3,Mantenimiento,262.91,Mantenimiento - Sucursal 1
4247,398,5,Marketing,1043.95,Marketing - Sucursal 6
4248,917,5,Marketing,1039.09,Marketing - Sucursal 3
4249,737,1,Seguros,404.69,Seguros - Sucursal 1
4250,860,7,Marketing,1389.57,Marketing - Sucursal 8
4251,637,1,Personal,2450.67,Personal - Sucursal 7
4252,1010,7,Personal,2417.32,Personal - Sucursal 5
4253,629,2,Marketing,927.33,Marketing - Sucursal 3
4254,501,8,Mantenimiento,122.62,Mantenimiento - Sucursal 1
4255,1056,8,Combustible,480.4,Combustible - Sucursal 1
4256,601,4,Personal,1940.95,Personal - Sucursal 8
4257,245,7,Mantenimiento,494.65,Mantenimiento - Sucursal 6
4258,387,3,Combustible,301.96,Combustible - Sucursal 8
4259,437,4,Seguros,516.15,Seguros - Sucursal 7
4260,619,8,Mantenimiento,414.81,Mantenimiento - Sucursal 5
4261,703,6,Seguros,603.25,Seguros - Sucursal 5
4262,237,2,Mantenimiento,279.67,Mantenimiento - Sucursal 1
4263,40,2,Alquiler Local,801.45,Alquiler Local - Sucursal 4
4264,823,1,Mantenimiento,132.25,Mantenimiento - Sucursal 8
4265,532,4,Personal,2922.04,Personal - Sucursal 2
4266,318,2,Seguros,875.5,Seguros - Sucursal 2
4267,782,7,Marketing,1641.33,Marketing - Sucursal 4
4268,643,1,Combustible,745.54,Combustible - Sucursal 2
4269,177,7,Marketing,1212.32,Marketing - Sucursal 1
4270,17,8,Alquiler Local,1134.95,Alquiler Local - Sucursal 8
4271,579,3,Alquiler Local,1182.76,Alquiler Local - Sucursal 3
4272,825,8,Mantenimiento,332.53,Mantenimiento - Sucursal 1
4273,628,5,Marketing,825.09,Marketing - Sucursal 1
4274,726,8,Combustible,283.05,Combustible - Sucursal 8
4275,344,7,Seguros,874.66,Seguros - Sucursal 4
4276,184,7,Marketing,1799.59,Marketing - Sucursal 3
4277,902,4,Seguros,551.25,Seguros - Sucursal 6
4278,832,6,Alquiler Local,2176.44,Alquiler Local - Sucursal 8
4279,1050,6,Personal,2322.76,Personal - Sucursal 8
4280,1035,4,Personal,2328.14,Personal - Sucursal 5
4281,568,3,Marketing,1450.84,Marketing - Sucursal 8
4282,757,3,Personal,1597.49,Personal - Sucursal 8
4283,454,1,Alquiler Local,841.67,Alquiler Local - Sucursal 1
4284,316,3,Mantenimiento,360.81,Mantenimiento - Sucursal 6
4285,681,4,Seguros,477.04,Seguros - Sucursal 1
4286,542,6,Personal,2890.64,Personal - Sucursal 8
4287,613,5,Combustible,775.4,Combustible - Sucursal 3
4288,657,8,Marketing,433.57,Marketing - Sucursal 3
4289,649,5,Personal,2155.48,Personal - Sucursal 1
4290,606,3,Combustible,405.74,Combustible - Sucursal 6
4291,36,7,Mantenimiento,190.84,Mantenimiento - Sucursal 3
4292,603,4,Personal,2781.6,Personal - Sucursal 2
4293,163,7,Personal,1773.06,Personal - Sucursal 1
4294,740,7,Combustible,212.94,Combustible - Sucursal 2
4295,50,7,Personal,2047.16,Personal - Sucursal 4
4296,1036,1,Mantenimiento,259.63,Mantenimiento - Sucursal 6
4297,262,8,Alquiler Local,852.28,Alquiler Local - Sucursal 1
4298,1011,7,Combustible,455.11,Combustible - Sucursal 5
4299,257,1,Mantenimiento,390.93,Mantenimiento - Sucursal 6
4300,87,8,Mantenimiento,182.47,Mantenimiento - Sucursal 1
4301,68,3,Mantenimiento,216.77,Mantenimiento - Sucursal 4
4302,188,1,Marketing,1484.67,Marketing - Sucursal 1
4303,980,3,Mantenimiento,251.01,Mantenimiento - Sucursal 3
4304,963,4,Seguros,708.83,Seguros - Sucursal 6
4305,965,8,Seguros,405.34,Seguros - Sucursal 5
4306,222,5,Alquiler Local,1150.08,Alquiler Local - Sucursal 3
4307,341,8,Mantenimiento,353.89,Mantenimiento - Sucursal 4
4308,318,4,Personal,1782.92,Personal - Sucursal 5
4309,7,4,Alquiler Local,1894.73,Alquiler Local - Sucursal 7
4310,333,1,Mantenimiento,163.6,Mantenimiento - Sucursal 1
4311,207,7,Combustible,763.63,Combustible - Sucursal 5
4312,774,1,Alquiler Local,1673.98,Alquiler Local - Sucursal 5
4313,670,4,Marketing,842.75,Marketing - Sucursal 1
4314,344,5,Personal,1891.77,Personal - Sucursal 3
4315,176,8,Combustible,323.23,Combustible - Sucursal 6
4316,619,6,Combustible,436.2,Combustible - Sucursal 6
4317,464,4,Personal,2284.42,Personal - Sucursal 1
4318,1082,8,Combustible,734.23,Combustible - Sucursal 8
4319,235,5,Seguros,1083.29,Seguros - Sucursal 2
4320,565,1,Personal,2686.23,Personal - Sucursal 5
4321,1005,5,Personal,1948.46,Personal - Sucursal 4
4322,35,8,Seguros,963.79,Seguros - Sucursal 8
4323,910,2,Seguros,347.47,Seguros - Sucursal 6
4324,610,4,Marketing,1283.48,Marketing - Sucursal 4
4325,54,1,Combustible,319.1,Combustible - Sucursal 7
4326,663,2,Mantenimiento,91.49,Mantenimiento - Sucursal 7
4327,58,4,Marketing,786.26,Marketing - Sucursal 6
4328,26,8,Combustible,783.43,Combustible - Sucursal 6
4329,104,3,Seguros,1121.93,Seguros - Sucursal 2
4330,86,4,Mantenimiento,71.58,Mantenimiento - Sucursal 3
4331,631,7,Personal,2877.71,Personal - Sucursal 4
4332,94,1,Marketing,220.03,Marketing - Sucursal 7
4333,422,7,Mantenimiento,315.31,Mantenimiento - Sucursal 4
4334,285,6,Seguros,1038.13,Seguros - Sucursal 3
